release,product,type,species,study,name,title,cost,rarity,set_number,number,id,in_starter_decks
Set 1,The Open Hiring,Market Character,Squirrel,Commerce,Tuppence,Curio Dealer,3,Rare,A1,534,mk_tuppence_curio_dealer_3,
Set 1,The Open Hiring,Ordinance,,,The Building Grant,Capital City Ordinance,0,Common,A1,231,mk_ord_the_building_grant,
Set 1,The Open Hiring,Ordinance,,,The Masons' Rate,Capital City Ordinance,0,Common,A1,230,mk_ord_the_masons_rate,
Set 1,Guild Row,Disruption,,,A Plague of Midges,,0,Common,A1,225,mk_dx_midges,
Set 1,Guild Row,Disruption,,,The Bridge Goes,,0,Rare,A1,538,mk_dx_bridge_goes,
Set 1,Guild Row,Disruption,,,The Full Moon,,0,Common,A1,224,mk_dx_full_moon,
Set 1,Guild Row,Disruption,,,The Small Fair,,0,Super Rare,A1,632,mk_dx_small_fair,
Set 1,Guild Row,Disruption,,,The Tax Assessors,,0,Uncommon,A1,403,mk_dx_tax_assessors,
Set 1,Guild Row,Market card,,,Apprentice Fair,,3,Common,A1,181,mk_mkt_apprentice_fair,
Set 1,Guild Row,Market card,,,Community Oven,,2,Common,A1,188,mk_mkt_community_oven,
Set 1,Guild Row,Market card,,,Emergency Reserve,,2,Common,A1,182,mk_mkt_emergency_reserve,
Set 1,Guild Row,Market card,,,Guild Intake,,3,Common,A1,167,mk_mkt_guild_intake,
Set 1,Guild Row,Market card,,,Harvest Fair,,3,Common,A1,200,mk_mkt_harvest_fair,
Set 1,Guild Row,Market card,,,Second Founding,,5,Common,A1,195,mk_mkt_second_founding,
Set 1,Guild Row,Market card,,,Telescope Hire,,2,Common,A1,177,mk_mkt_telescope_hire,
Set 1,Guild Row,Market card,,,The Bandstand,,3,Common,A1,190,mk_mkt_bandstand,
Set 1,Guild Row,Market card,,,The Chit Tin,,2,Common,A1,176,mk_mkt_chit_tin,
Set 1,Guild Row,Market card,,,The Ovens' Account,,2,Common,A1,183,mk_mkt_ovens_account,
Set 1,Guild Row,Market card,,,The Owl Post,,2,Common,A1,201,mk_mkt_owl_post,
Set 1,Guild Row,Market card,,,The Penny Jar,,1,Common,A1,186,mk_mkt_penny_jar,
Set 1,Guild Row,Market card,,,The Surveyor's Table,,3,Common,A1,171,mk_mkt_surveyors_table,
Set 1,Guild Row,Market card,,,The Town Bell,,1,Common,A1,187,mk_mkt_town_bell,
Set 1,Guild Row,Market card,,,The Understudy's Shelf,,2,Common,A1,179,mk_mkt_understudys_shelf,
Set 1,Guild Row,Market card,,,The Watermill,,3,Common,A1,170,mk_mkt_watermill,
Set 1,Guild Row,Ordinance,,,The Sealed Bid,Capital City Ordinance,0,Common,A1,232,mk_ord_the_sealed_bid,
Set 2,Statues (market decks),Statue,,,Statue of Harmony,,5,Common,A1,207,mk_st_harmony,
Set 2,Statues (market decks),Statue,,,Statue of Hospitality,,2,Common,A1,214,mk_st_hospitality,
Set 2,Statues (market decks),Statue,,,Statue of Thrift,,4,Common,A1,219,mk_st_thrift,
Set 2,Tokens,Token,Fox,,Fox Token,Token,0,Common,A1,250,mk_tok_fox,
Set 2,Tokens,Token,Otter,,Otter Token,Token,0,Common,A1,246,mk_tok_otter,
Set 2,Tokens,Token,Rabbit,,Rabbit Token,Token,0,Common,A1,242,mk_tok_rabbit,
Set 2,Tokens,Token,Raccoon,,Raccoon Token,Token,0,Common,A1,251,mk_tok_raccoon,
Set 2,Fox & Rabbit pack,Character,Fox,Civics,Cindy,Clerk of the Court,1,Rare,A1,506,mk_cindy_court_clerk_1,Gavel & Greasepaint ×1
Set 2,Fox & Rabbit pack,Character,Fox,Civics,Cindy,Magistrate,2,Super Rare,A1,596,mk_cindy_magistrate_2,Gavel & Greasepaint ×1
Set 2,Fox & Rabbit pack,Character,Fox,Civics,Cindy,Circuit Judge,4,Super Rare,A1,595,mk_cindy_circuit_judge_4,
Set 2,Fox & Rabbit pack,Character,Fox,Civics,Cindy,Justice of the Boroughs,5,Super Rare,A1,594,mk_cindy_justice_of_the_boroughs_5,Gavel & Greasepaint ×1
Set 2,Fox & Rabbit pack,Character,Fox,Food,Earl,Tea Boy,0,Rare,A1,505,mk_earl_tea_boy_0,
Set 2,Fox & Rabbit pack,Character,Fox,Commerce,Earl,Tea Trader,2,Uncommon,A1,353,mk_earl_tea_trader_2,Gavel & Greasepaint ×2
Set 2,Fox & Rabbit pack,Character,Fox,Food,Earl,Coffee Roaster,3,Uncommon,A1,367,mk_earl_coffee_roaster_3,Gavel & Greasepaint ×2
Set 2,Fox & Rabbit pack,Character,Fox,Civics,Earl,Tea House Keeper,4,Super Rare,A1,590,mk_earl_tea_house_keeper_4,
Set 2,Fox & Rabbit pack,Character,Fox,Commerce,Finn,Auctioneer's Boy,0,Uncommon,A1,365,mk_finn_auctioneers_boy_0,Gavel & Greasepaint ×2
Set 2,Fox & Rabbit pack,Character,Fox,Commerce,Finn,Peddler,1,Super Rare,A1,591,mk_finn_peddler_1,Gavel & Greasepaint ×1
Set 2,Fox & Rabbit pack,Character,Fox,Food,Finn,Griddle Hand,2,Uncommon,A1,366,mk_finn_griddle_hand_2,Gavel & Greasepaint ×2
Set 2,Fox & Rabbit pack,Character,Fox,Civics,Finn,Fair Warden,3,Uncommon,A1,364,mk_finn_fair_warden_3,Gavel & Greasepaint ×2
Set 2,Fox & Rabbit pack,Character,Fox,Commerce,Finn,Trade Broker,4,Uncommon,A1,360,mk_finn_trade_broker_4,Gavel & Greasepaint ×2
Set 2,Fox & Rabbit pack,Character,Fox,Entertainment,Fox Cub,Cub,0,Uncommon,A1,357,mk_fox_cub_cub_0,
Set 2,Fox & Rabbit pack,Character,Fox,Entertainment,Harrison,Piano Boy,0,Uncommon,A1,362,mk_harrison_piano_boy_0,Gavel & Greasepaint ×1
Set 2,Fox & Rabbit pack,Character,Fox,Entertainment,Harrison,House Pianist,2,Super Rare,A1,592,mk_harrison_house_pianist_2,Gavel & Greasepaint ×1
Set 2,Fox & Rabbit pack,Character,Fox,Entertainment,Harrison,Band Leader,4,Rare,A1,507,mk_harrison_band_leader_4,Gavel & Greasepaint ×1
Set 2,Fox & Rabbit pack,Character,Fox,Commerce,Liz,Plate Clerk,0,Uncommon,A1,369,mk_liz_plate_clerk_0,
Set 2,Fox & Rabbit pack,Character,Fox,Commerce,Liz,Scale Hand,1,Uncommon,A1,358,mk_liz_scale_hand_1,Gavel & Greasepaint ×2
Set 2,Fox & Rabbit pack,Character,Fox,Commerce,Liz,The Docket,3,Common,A1,84,mk_liz_the_docket_3,Gavel & Greasepaint ×1
Set 2,Fox & Rabbit pack,Character,Fox,Commerce,Liz,Weighbridge Keeper,4,Common,A1,89,mk_liz_weighbridge_keeper_4,Bin & Barter ×2; Gavel & Greasepaint ×1
Set 2,Fox & Rabbit pack,Character,Fox,Commerce,Liz,Chief Assessor,5,Uncommon,A1,361,mk_liz_chief_assessor_5,Gavel & Greasepaint ×2
Set 2,Fox & Rabbit pack,Character,Fox,Agriculture,The Cowled Fox,Hand in the Far Field,1,Common,A1,81,mk_cowled_fox_far_field_hand_1,
Set 2,Fox & Rabbit pack,Character,Rabbit,Agriculture,Bunny,Kit,0,Uncommon,A1,252,mk_bunny_kit_0,
Set 2,Fox & Rabbit pack,Character,Rabbit,Agriculture,Clover,Seedling Helper,0,Legendary,A1,637,mk_clover_seedling_helper_0,Furrow & Warren ×1
Set 2,Fox & Rabbit pack,Character,Rabbit,Agriculture,Clover,Plot Sharer,1,Super Rare,A1,547,mk_clover_plot_sharer_1,Furrow & Warren ×1
Set 2,Fox & Rabbit pack,Character,Rabbit,Commerce,Clover,Market Gardener,2,Super Rare,A1,545,mk_clover_market_gardener_2,Furrow & Warren ×1; Current & Counter ×1
Set 2,Fox & Rabbit pack,Character,Rabbit,Agriculture,Clover,Community Gardener,3,Super Rare,A1,548,mk_clover_community_gardener_3,Furrow & Warren ×1
Set 2,Fox & Rabbit pack,Character,Rabbit,Science,Clover,Rocket Botanist,4,Rare,A1,412,mk_clover_rocket_botanist_4,Furrow & Warren ×1
Set 2,Fox & Rabbit pack,Character,Rabbit,Agriculture,Clover,Master Botanist,5,Uncommon,A1,253,mk_clover_master_botanist_5,Furrow & Warren ×2
Set 2,Fox & Rabbit pack,Character,Rabbit,Agriculture,Eric,Smallholder,1,Rare,A1,406,mk_eric_smallholder_1,Furrow & Warren ×1
Set 2,Fox & Rabbit pack,Character,Rabbit,Civics,Eric,Fair Steward,2,Uncommon,A1,258,mk_eric_fair_steward_2,Furrow & Warren ×2
Set 2,Fox & Rabbit pack,Character,Rabbit,Agriculture,Eric,Row Farmer,3,Rare,A1,405,mk_eric_row_farmer_3,Furrow & Warren ×1
Set 2,Fox & Rabbit pack,Character,Rabbit,Agriculture,Eric,Row Boss,4,Uncommon,A1,256,mk_eric_row_boss_4,Furrow & Warren ×2
Set 2,Fox & Rabbit pack,Character,Rabbit,Agriculture,Eric,Best Farmer There Ever Was,5,Rare,A1,409,mk_eric_best_farmer_5,Furrow & Warren ×1
Set 2,Fox & Rabbit pack,Character,Rabbit,Civics,Henrietta,Front Desk Clerk,0,Super Rare,A1,546,mk_henrietta_front_desk_clerk_0,Furrow & Warren ×1
Set 2,Fox & Rabbit pack,Character,Rabbit,Civics,Henrietta,Placement Officer,2,Legendary,A1,638,mk_henrietta_placement_officer_2,Furrow & Warren ×1
Set 2,Fox & Rabbit pack,Character,Rabbit,Civics,Henrietta,Head of Rabbit Recruitment,4,Super Rare,A1,543,mk_henrietta_head_of_rabbit_recruitment_4,Furrow & Warren ×1
Set 2,Fox & Rabbit pack,Character,Rabbit,Civics,Hibiscus,The Sorting Bench,0,Uncommon,A1,262,mk_hibiscus_the_sorting_bench_0,Furrow & Warren ×1
Set 2,Fox & Rabbit pack,Character,Rabbit,Civics,Hibiscus,Post Runner,1,Common,A1,5,mk_hibiscus_post_runner_1,
Set 2,Fox & Rabbit pack,Character,Rabbit,Civics,Hibiscus,Night Mail,2,Uncommon,A1,259,mk_hibiscus_night_mail_2,
Set 2,Fox & Rabbit pack,Character,Rabbit,Civics,Hibiscus,Round Walker,3,Uncommon,A1,265,mk_hibiscus_round_walker_3,Furrow & Warren ×2
Set 2,Fox & Rabbit pack,Character,Rabbit,Commerce,Hibiscus,Mail Coach Driver,4,Uncommon,A1,255,mk_hibiscus_mail_coach_driver_4,
Set 2,Fox & Rabbit pack,Character,Rabbit,Civics,Hibiscus,Postmaster,5,Uncommon,A1,254,mk_hibiscus_postmaster_5,
Set 2,Fox & Rabbit pack,Character,Rabbit,Agriculture,Peter,Hedge Cutter,0,Common,A1,3,mk_peter_hedge_cutter_0,
Set 2,Fox & Rabbit pack,Character,Rabbit,Food,Peter,Washing Up,1,Uncommon,A1,260,mk_peter_washing_up_1,Furrow & Warren ×2
Set 2,Fox & Rabbit pack,Character,Rabbit,Agriculture,Peter,The Winter's Length,2,Common,A1,4,mk_peter_the_winters_length_2,Furrow & Warren ×2
Set 2,Fox & Rabbit pack,Character,Rabbit,Agriculture,Peter,Hedgelayer,3,Common,A1,1,mk_peter_hedgelayer_3,Furrow & Warren ×2
Set 2,Fox & Rabbit pack,Character,Rabbit,Food,The Hooded Rabbit,Hand at the Hatch,0,Uncommon,A1,257,mk_hooded_rabbit_hatch_hand_0,
Set 2,Fox & Rabbit pack,Event,,,A Word Beforehand,,2,Common,A1,132,mk_a_word_beforehand,Bin & Barter ×1; Gavel & Greasepaint ×2; Current & Counter ×2
Set 2,Fox & Rabbit pack,Event,,,Clover’s Potato Experiment,,0,Super Rare,A1,608,mk_clovers_potato_experiment,Furrow & Warren ×1
Set 2,Fox & Rabbit pack,Event,,,Clover's Seed Drive,,0,Common,A1,118,mk_clovers_seed_drive,Furrow & Warren ×2
Set 2,Fox & Rabbit pack,Event,,,Hibiscus's Post Route,,0,Common,A1,105,mk_hibiscuss_post_route,Furrow & Warren ×2
Set 2,Fox & Rabbit pack,Event,,,The Car Show,,0,Rare,A1,526,mk_car_show,Gavel & Greasepaint ×1
Set 2,Fox & Rabbit pack,Event,,,The Root Cellar,,0,Common,A1,101,mk_the_root_cellar,Furrow & Warren ×2
Set 2,Fox & Rabbit pack,Event,,,Warren Muster,,0,Rare,A1,529,mk_warren_muster,Furrow & Warren ×1
Set 2,Fox & Rabbit pack,Town Building,,,Starfish Coffee,Town Building,3,Common,A1,148,mk_tb_starfish_coffee,Furrow & Warren ×1
Set 2,Fox & Rabbit pack,Town Building,,,The Allotment Strip,Town Building,3,Uncommon,A1,394,mk_tb_allotment_strip,Gavel & Greasepaint ×2
Set 2,Fox & Rabbit pack,Town Building,,,The Gas Station,Town Building,2,Common,A1,149,mk_bld_gas_station,Current & Counter ×1
Set 2,Fox & Rabbit pack,Town Building,,,The Warren,Town Building,3,Common,A1,137,mk_tb_the_warren,Bin & Barter ×1
Set 2,Otter & Raccoon pack,Character,Otter,Lore,Benjamin,Wick Trimmer,0,Rare,A1,448,mk_benjamin_wick_trimmer_0,Current & Counter ×1
Set 2,Otter & Raccoon pack,Character,Otter,Crafts,Benjamin,Lantern Maker,2,Rare,A1,447,mk_benjamin_lantern_maker_2,Current & Counter ×1
Set 2,Otter & Raccoon pack,Character,Otter,Civics,Benjamin,Town Historian,3,Super Rare,A1,569,mk_benjamin_town_historian_3,Current & Counter ×1
Set 2,Otter & Raccoon pack,Character,Otter,Crafts,Benjamin,Master Lantern Maker,4,Super Rare,A1,570,mk_benjamin_master_lantern_maker_4,Current & Counter ×1
Set 2,Otter & Raccoon pack,Character,Otter,Lore,Benjamin,Keeper of the Light,5,Rare,A1,439,mk_benjamin_keeper_of_the_light_5,Current & Counter ×1
Set 2,Otter & Raccoon pack,Character,Otter,Commerce,Brooke,Mooring Hand,0,Common,A1,44,mk_brooke_mooring_hand_0,
Set 2,Otter & Raccoon pack,Character,Otter,Commerce,Brooke,Dock Hand,1,Common,A1,46,mk_brooke_dock_hand_1,Current & Counter ×1
Set 2,Otter & Raccoon pack,Character,Otter,Lore,Brooke,Ferry Hand,2,Rare,A1,440,mk_brooke_ferry_hand_2,Current & Counter ×1
Set 2,Otter & Raccoon pack,Character,Otter,Entertainment,Brooke,Regatta Caller,3,Rare,A1,449,mk_brooke_regatta_caller_3,Current & Counter ×1
Set 2,Otter & Raccoon pack,Character,Otter,Science,Brooke,Balloonist,4,Rare,A1,442,mk_brooke_balloonist_4,
Set 2,Otter & Raccoon pack,Character,Otter,Science,Brooke,Aeronaut,5,Legendary,A1,647,mk_brooke_aeronaut_5,Current & Counter ×1
Set 2,Otter & Raccoon pack,Character,Otter,Crafts,Brooke,Riverwright,5,Rare,A1,445,mk_brooke_riverwright_5,
Set 2,Otter & Raccoon pack,Character,Otter,Food,Otter Pup,Pup,0,Uncommon,A1,317,mk_otter_pup_pup_0,Current & Counter ×1
Set 2,Otter & Raccoon pack,Character,Otter,Food,Taco,Cart Cook,1,Uncommon,A1,318,mk_taco_cart_cook_1,Current & Counter ×2
Set 2,Otter & Raccoon pack,Character,Otter,Food,Taco,The Four O’Clock Cart,2,Super Rare,A1,567,mk_taco_the_four_oclock_cart_2,Current & Counter ×1
Set 2,Otter & Raccoon pack,Character,Otter,Food,Taco,Quayside Cook,3,Common,A1,45,mk_taco_quayside_cook_3,Current & Counter ×2
Set 2,Otter & Raccoon pack,Character,Otter,Commerce,The Masked Otter,Hand at the Counter,1,Common,A1,47,mk_masked_otter_counter_hand_1,
Set 2,Otter & Raccoon pack,Character,Otter,Commerce,Willow,The Harbour Office,0,Uncommon,A1,316,mk_willow_the_harbour_office_0,Current & Counter ×1
Set 2,Otter & Raccoon pack,Character,Otter,Commerce,Willow,Ferry Trader,1,Common,A1,42,mk_willow_ferry_trader_1,Current & Counter ×1
Set 2,Otter & Raccoon pack,Character,Otter,Commerce,Willow,Toll Keeper,2,Rare,A1,443,mk_willow_toll_keeper_2,Current & Counter ×1
Set 2,Otter & Raccoon pack,Character,Otter,Science,Willow,Tide Reckoner,3,Rare,A1,450,mk_willow_tide_reckoner_3,Current & Counter ×1
Set 2,Otter & Raccoon pack,Character,Otter,Commerce,Willow,Harbourmaster,4,Uncommon,A1,315,mk_willow_harbourmaster_4,Current & Counter ×2
Set 2,Otter & Raccoon pack,Character,Otter,Civics,Willow,Harbour Admiral,5,Rare,A1,444,mk_willow_harbour_admiral_5,Current & Counter ×1
Set 2,Otter & Raccoon pack,Character,Raccoon,Civics,Beck,The Relief Roll,0,Common,A1,94,mk_beck_the_relief_roll_0,
Set 2,Otter & Raccoon pack,Character,Raccoon,Lore,Beck,Bylaw Reader,1,Common,A1,98,mk_beck_bylaw_reader_1,
Set 2,Otter & Raccoon pack,Character,Raccoon,Civics,Beck,Ward Clerk,2,Rare,A1,519,mk_beck_ward_clerk_2,Bin & Barter ×1
Set 2,Otter & Raccoon pack,Character,Raccoon,Civics,Beck,Lamplighter’s Clerk,3,Super Rare,A1,598,mk_beck_lamplighters_clerk_3,Bin & Barter ×1
Set 2,Otter & Raccoon pack,Character,Raccoon,Lore,Beck,Candlelight Reader,4,Uncommon,A1,376,mk_beck_candlelight_reader_4,
Set 2,Otter & Raccoon pack,Character,Raccoon,Civics,Beck,Keeper of the Ward Book,5,Rare,A1,513,mk_beck_keeper_of_the_ward_book_5,
Set 2,Otter & Raccoon pack,Character,Raccoon,Commerce,Hazel,Barrow Hand,0,Uncommon,A1,373,mk_hazel_barrow_hand_0,Bin & Barter ×1
Set 2,Otter & Raccoon pack,Character,Raccoon,Commerce,Hazel,Night Market Vendor,1,Common,A1,92,mk_hazel_night_market_vendor_1,Bin & Barter ×2
Set 2,Otter & Raccoon pack,Character,Raccoon,Commerce,Hazel,Market Vendor,2,Uncommon,A1,375,mk_hazel_market_vendor_2,Bin & Barter ×2
Set 2,Otter & Raccoon pack,Character,Raccoon,Crafts,Hazel,Guildmaster,3,Rare,A1,523,mk_hazel_guildmaster_3,Bin & Barter ×1
Set 2,Otter & Raccoon pack,Character,Raccoon,Commerce,Hazel,Market Committee Chair,4,Uncommon,A1,379,mk_hazel_market_committee_chair_4,Bin & Barter ×2
Set 2,Otter & Raccoon pack,Character,Raccoon,Commerce,Hazel,Merchant,5,Common,A1,97,mk_hazel_merchant_5,Bin & Barter ×2
Set 2,Otter & Raccoon pack,Character,Raccoon,Lore,Jim,Gadget Blogger,0,Rare,A1,515,mk_jim_gadget_blogger_0,Bin & Barter ×1
Set 2,Otter & Raccoon pack,Character,Raccoon,Science,Jim,Hobby Programmer,2,Super Rare,A1,597,mk_jim_hobby_programmer_2,Bin & Barter ×1
Set 2,Otter & Raccoon pack,Character,Raccoon,Commerce,Jim,Early Adopter,4,Super Rare,A1,600,mk_jim_early_adopter_4,Bin & Barter ×1
Set 2,Otter & Raccoon pack,Character,Raccoon,Science,Jim,FutureTech Fanboy,5,Super Rare,A1,603,mk_jim_futuretech_fanboy_5,Bin & Barter ×1
Set 2,Otter & Raccoon pack,Character,Raccoon,Commerce,Patch,Junkyard Diver,0,Rare,A1,514,mk_patch_junkyard_diver_0,
Set 2,Otter & Raccoon pack,Character,Raccoon,Agriculture,Patch,Compost Yard,1,Uncommon,A1,374,mk_patch_compost_yard_1,Bin & Barter ×1
Set 2,Otter & Raccoon pack,Character,Raccoon,Science,Patch,Salvage Sorter,2,Uncommon,A1,377,mk_patch_salvage_sorter_2,
Set 2,Otter & Raccoon pack,Character,Raccoon,Civics,Patch,Valuer,3,Rare,A1,518,mk_patch_valuer_3,Bin & Barter ×1
Set 2,Otter & Raccoon pack,Character,Raccoon,Crafts,Patch,Yard Foreman,4,Uncommon,A1,378,mk_patch_yard_foreman_4,
Set 2,Otter & Raccoon pack,Character,Raccoon,Commerce,Patch,Reclamation Merchant,5,Super Rare,A1,604,mk_patch_reclamation_merchant_5,
Set 2,Otter & Raccoon pack,Character,Raccoon,Commerce,Pockets,Four Times a Year,0,Uncommon,A1,382,mk_pockets_four_times_a_year_0,
Set 2,Otter & Raccoon pack,Character,Raccoon,Commerce,Pockets,Kerbside Dealer,1,Uncommon,A1,371,mk_pockets_kerbside_dealer_1,Bin & Barter ×2
Set 2,Otter & Raccoon pack,Character,Raccoon,Commerce,Pockets,Odd-Lot Dealer,3,Rare,A1,517,mk_pockets_odd_lot_dealer_3,Bin & Barter ×1
Set 2,Otter & Raccoon pack,Character,Raccoon,Commerce,Pockets,A Quiet Arrangement,5,Common,A1,91,mk_pockets_a_quiet_arrangement_5,
Set 2,Otter & Raccoon pack,Character,Raccoon,Commerce,Raccoon Kit,Kit,0,Uncommon,A1,372,mk_raccoon_kit_kit_0,
Set 2,Otter & Raccoon pack,Character,Raccoon,Science,Reese,Crop Duster,1,Super Rare,A1,602,mk_reese_crop_duster_1,
Set 2,Otter & Raccoon pack,Character,Raccoon,Science,Reese,Charter Pilot,3,Rare,A1,521,mk_reese_charter_pilot_3,Bin & Barter ×1
Set 2,Otter & Raccoon pack,Character,Raccoon,Science,Reese,Chief Pilot,5,Rare,A1,512,mk_reese_chief_pilot_5,
Set 2,Otter & Raccoon pack,Character,Raccoon,Agriculture,The Mysterious Raccoon,Hand on the Beds,2,Common,A1,90,mk_mysterious_raccoon_beds_hand_2,
Set 2,Otter & Raccoon pack,Event,,,Beck Reads by Candlelight,,0,Rare,A1,527,mk_beck_reads_by_candlelight,Bin & Barter ×1
Set 2,Otter & Raccoon pack,Event,,,Hazel's Night Market,,0,Uncommon,A1,388,mk_hazels_night_market,Bin & Barter ×2
Set 2,Otter & Raccoon pack,Event,,,Ledger Day,,0,Rare,A1,528,mk_ledger_day,Bin & Barter ×1; Gavel & Greasepaint ×1
Set 2,Otter & Raccoon pack,Event,,,Never Handed Back,,0,Common,A1,114,mk_ev_never_handed_back,Current & Counter ×2
Set 2,Otter & Raccoon pack,Event,,,Otter Time!,,0,Super Rare,A1,606,mk_otter_time,Current & Counter ×1
Set 2,Otter & Raccoon pack,Event,,,Patch's Second Opinion,,0,Common,A1,129,mk_patchs_second_opinion,
Set 2,Otter & Raccoon pack,Event,,,Raccoon Family Reunion,,0,Common,A1,103,mk_raccoon_family_reunion,
Set 2,Otter & Raccoon pack,Event,,,The Bins at Dawn,,0,Uncommon,A1,391,mk_bins_at_dawn,Bin & Barter ×2
Set 2,Otter & Raccoon pack,Event,,,The Harbour Office,,0,Common,A1,121,mk_the_harbour_office,
Set 2,Otter & Raccoon pack,Town Building,,,The Boat Shed,Town Building,4,Common,A1,141,mk_tb_boat_shed,Current & Counter ×2
Set 2,Otter & Raccoon pack,Town Building,,,The Chit Press,Town Building,3,Common,A1,145,mk_tb_chit_press,Bin & Barter ×1
Set 2,Otter & Raccoon pack,Town Building,,,The Counting House,Town Building,3,Common,A1,143,mk_tb_counting_house,Gavel & Greasepaint ×1
Set 2,Otter & Raccoon pack,Town Building,,,The Game Store,Town Building,3,Super Rare,A1,610,mk_bld_game_store,Bin & Barter ×1
Set 2,All Eight pack,Character,Badger,Commerce,Mildred,Counter Clerk,0,Uncommon,A1,290,mk_mildred_counter_clerk_0,
Set 2,All Eight pack,Character,Badger,Commerce,Mildred,Teller,2,Common,A1,29,mk_mildred_teller_2,
Set 2,All Eight pack,Character,Badger,Commerce,Mildred,Chief Teller,3,Uncommon,A1,306,mk_mildred_chief_teller_3,Current & Counter ×1
Set 2,All Eight pack,Character,Badger,Commerce,Mildred,Branch Manager,5,Super Rare,A1,565,mk_mildred_branch_manager_5,
Set 2,All Eight pack,Character,Fox,Food,Kevin,Counter Hand,2,Common,A1,82,mk_kevin_counter_hand_2,Bin & Barter ×1; Gavel & Greasepaint ×1; Current & Counter ×1
Set 2,All Eight pack,Character,Fox,Crafts,Kevin,Construction,4,Legendary,A1,652,mk_kevin_construction_4,Gavel & Greasepaint ×1
Set 2,All Eight pack,Character,Fox,Lore,Mandee,Night Courier,1,Common,A1,88,mk_mandee_night_courier_1,Gavel & Greasepaint ×2
Set 2,All Eight pack,Character,Fox,Science,Mandee,Weather Watcher,2,Rare,A1,508,mk_mandee_weather_watcher_2,
Set 2,All Eight pack,Character,Fox,Commerce,Mandee,Moonlight Trader,3,Uncommon,A1,363,mk_mandee_moonlight_trader_3,Gavel & Greasepaint ×2
Set 2,All Eight pack,Character,Fox,Lore,Mandee,Keeper of Tales,4,Rare,A1,509,mk_mandee_keeper_of_tales_4,
Set 2,All Eight pack,Character,Mouse,Food,Edwina,Cheese Counter Girl,0,Rare,A1,425,mk_edwina_cheese_counter_girl_0,
Set 2,All Eight pack,Character,Mouse,Commerce,Edwina,Cheese Stall Keeper,1,Common,A1,9,mk_edwina_cheese_stall_keeper_1,
Set 2,All Eight pack,Character,Mouse,Food,Edwina,Cheese Cellar Keeper,2,Super Rare,A1,551,mk_edwina_cheese_cellar_keeper_2,Current & Counter ×1
Set 2,All Eight pack,Character,Mouse,Commerce,Edwina,Cheese Merchant,3,Super Rare,A1,553,mk_edwina_cheese_merchant_3,Current & Counter ×1
Set 2,All Eight pack,Character,Otter,Food,Abigail,Counter Girl,1,Uncommon,A1,308,mk_abigail_counter_girl_1,Current & Counter ×2
Set 2,All Eight pack,Character,Otter,Entertainment,Abigail,Five Minutes on a Slow Night,2,Rare,A1,451,mk_abigail_five_minutes_2,Furrow & Warren ×1; Current & Counter ×1
Set 2,All Eight pack,Character,Otter,Food,Abigail,Gwen's Best Waitress,4,Common,A1,43,mk_abigail_best_waitress_4,Current & Counter ×2
Set 2,All Eight pack,Character,Otter,Entertainment,Abigail,The Standing Slot,5,Common,A1,41,mk_abigail_standing_slot_5,
Set 2,All Eight pack,Character,Owl,Lore,Andrew,Night Copyist,0,Super Rare,A1,588,mk_andrew_night_copyist_0,Bin & Barter ×1
Set 2,All Eight pack,Character,Owl,Lore,Andrew,Keeper of the Late Desk,2,Rare,A1,504,mk_andrew_keeper_of_the_late_desk_2,Bin & Barter ×1
Set 2,All Eight pack,Character,Owl,Crafts,Andrew,Hand Copyist,3,Uncommon,A1,347,mk_andrew_hand_copyist_3,Furrow & Warren ×1; Bin & Barter ×2
Set 2,All Eight pack,Character,Owl,Lore,Andrew,The Late Desk,4,Rare,A1,490,mk_andrew_the_late_desk_4,
Set 2,All Eight pack,Character,Rabbit,Food,Mimi,Trolley Service,0,Rare,A1,410,mk_mimi_trolley_service_0,
Set 2,All Eight pack,Character,Rabbit,Civics,Mimi,Safety Demonstration,1,Uncommon,A1,266,mk_mimi_safety_demonstration_1,Furrow & Warren ×1
Set 2,All Eight pack,Character,Rabbit,Science,Mimi,Cabin Pressure Check,2,Rare,A1,411,mk_mimi_cabin_pressure_check_2,
Set 2,All Eight pack,Character,Rabbit,Entertainment,Mimi,Seat 1A Welcome,3,Uncommon,A1,267,mk_mimi_seat_1a_welcome_3,
Set 2,All Eight pack,Character,Rabbit,Commerce,Mimi,Purser,5,Super Rare,A1,544,mk_mimi_purser_5,
Set 2,All Eight pack,Character,Raccoon,Lore,Annabelle,Paper Sorter,0,Common,A1,96,mk_annabelle_paper_sorter_0,
Set 2,All Eight pack,Character,Raccoon,Lore,Annabelle,Last One Up,2,Legendary,A1,653,mk_annabelle_last_one_up_2,Bin & Barter ×1
Set 2,All Eight pack,Character,Raccoon,Lore,Annabelle,Salvage Archivist,3,Common,A1,93,mk_annabelle_salvage_archivist_3,
Set 2,All Eight pack,Character,Raccoon,Civics,Nancy,Temp Agency Runner,0,Rare,A1,520,mk_nancy_temp_agency_runner_0,
Set 2,All Eight pack,Character,Raccoon,Civics,Nancy,Temp Agency Manager,2,Super Rare,A1,605,mk_nancy_temp_agency_manager_2,
Set 2,All Eight pack,Character,Squirrel,Agriculture,Daisy,Petal Sweeper,0,Uncommon,A1,325,mk_daisy_petal_sweeper_0,
Set 2,All Eight pack,Character,Squirrel,Crafts,Daisy,Garland Cutter,1,Uncommon,A1,320,mk_daisy_garland_cutter_1,
